Format Version,1.21,Take Name,Bend 2 Try 1,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2021-03-12 10.01.26.641 PM,Total Frames in Take,4335,Total Exported Frames,4335,Rotation Type,Quaternion,Length Units,Millimeters
4,0.033333,0.000149,-0.000733,-6E-06,-1,60.121006,-0.376363,76.803856,0.012343,-0.005529,-0.004549,0.002575,-0.999971,-37.256039,115.562035,140.929855,0.047216
5,0.041667,0.000125,-0.000736,3E-05,-1,60.117577,-0.376033,76.80732,0.011002,-0.005391,-0.0039,0.001652,-0.999977,-37.259766,115.547966,140.917801,0.067464
6,0.05,0.000105,-0.000739,-1E-06,-1,60.107006,-0.33598,76.809479,0.010689,-0.005188,-0.003967,0.001867,-0.999977,-37.267166,115.584785,140.919998,0.066007
7,0.058333,7.3E-05,-0.000725,1.1E-05,-1,60.103516,-0.306426,76.815079,0.011946,-0.005459,-0.004035,0.001734,-0.999976,-37.265526,115.609528,140.921112,0.065438
8,0.066667,0.000132,-0.000742,-4.7E-05,-1,60.112434,-0.312377,76.815025,0.007749,-0.00537,-0.003936,0.001843,-0.999976,-37.258919,115.609276,140.923523,0.063583
9,0.075,0.000141,-0.000749,-1.8E-05,-1,60.118652,-0.353483,76.80909,0.009219,-0.005321,-0.003954,0.001659,-0.999977,-37.255146,115.57917,140.922134,0.065535
10,0.083333,8.8E-05,-0.000728,6.6E-05,-1,60.121391,-0.359652,76.808517,0.017131,-0.005427,-0.00388,0.002055,-0.999976,-37.250652,115.563179,140.91687,0.062746
11,0.091667,0.000141,-0.00074,1.9E-05,-1,60.115101,-0.353242,76.811966,0.014916,-0.005537,-0.004007,0.001861,-0.999975,-37.260891,115.570946,140.918945,0.064443
12,0.1,0.000117,-0.000749,2E-05,-1,60.094959,-0.334893,76.805817,0.009974,-0.005242,-0.003955,0.001917,-0.999977,-37.272987,115.591835,140.91684,0.067928
13,0.108333,0.000129,-0.000733,-3E-06,-1,60.102684,-0.28959,76.812027,0.009576,-0.005521,-0.004604,0.002594,-0.999971,-37.275902,115.636009,140.93956,0.049022
14,0.116667,0.000127,-0.00074,-4.2E-05,-1,60.102539,-0.294499,76.814308,0.00908,-0.005423,-0.00396,0.001812,-0.999976,-37.265587,115.622444,140.916855,0.066935
15,0.125,0.000108,-0.000734,6.6E-05,-1,60.098186,-0.304301,76.811768,0.009532,-0.005583,-0.003941,0.001496,-0.999976,-37.271065,115.614998,140.920212,0.065622
16,0.133333,0.000121,-0.00075,2.4E-05,-1,60.09071,-0.293481,76.815933,0.009646,-0.005481,-0.003985,0.001735,-0.999976,-37.278072,115.617485,140.916611,0.066323
17,0.141667,0.00011,-0.000745,-1E-05,-1,60.095592,-0.307799,76.813454,0.01138,-0.005364,-0.004091,0.001704,-0.999976,-37.269531,115.615517,140.921875,0.065648
18,0.15,0.000119,-0.000752,-2.9E-05,-1,60.116611,-0.340785,76.803879,0.011414,-0.005197,-0.00393,0.001871,-0.999977,-37.25584,115.584778,140.915298,0.063875
19,0.158333,0.000145,-0.000736,1.8E-05,-1,60.133308,-0.380849,76.809624,0.008116,-0.005236,-0.004471,0.00249,-0.999973,-37.252647,115.559464,140.933853,0.047051
20,0.166667,9.7E-05,-0.000745,8.4E-05,-1,60.12896,-0.401588,76.803604,0.013346,-0.005375,-0.003989,0.001936,-0.999976,-37.249077,115.528847,140.914597,0.066274
21,0.175,0.000102,-0.000732,4E-06,-1,60.12038,-0.361533,76.807388,0.012492,-0.00541,-0.003989,0.002009,-0.999975,-37.257458,115.564407,140.919601,0.067836
22,0.183333,0.000134,-0.000737,-1.5E-05,-1,60.112495,-0.316024,76.817032,0.012587,-0.005403,-0.004564,0.002399,-0.999972,-37.264393,115.611694,140.940155,0.049946
23,0.191667,0.00013,-0.000739,2.6E-05,-1,60.100723,-0.302029,76.807785,0.01061,-0.00496,-0.003987,0.0016,-0.999978,-37.269257,115.607903,140.919601,0.06695
24,0.2,0.000131,-0.000744,-2.3E-05,-1,60.097279,-0.322426,76.813446,0.007982,-0.005414,-0.004043,0.001898,-0.999975,-37.271873,115.606422,140.92189,0.066962
25,0.208333,0.000125,-0.000735,4.4E-05,-1,60.101017,-0.320176,76.812592,0.010381,-0.005589,-0.004692,0.002612,-0.99997,-37.279606,115.614082,140.93605,0.049549
26,0.216667,0.000112,-0.00073,1.4E-05,-1,60.110596,-0.323117,76.810364,0.012984,-0.005364,-0.003958,0.00171,-0.999976,-37.259792,115.597038,140.916504,0.065928
27,0.225,0.00013,-0.000736,-5E-05,-1,60.1189,-0.327343,76.810417,0.009711,-0.005564,-0.003964,0.001977,-0.999975,-37.252716,115.600075,140.924789,0.064966
28,0.233333,9.2E-05,-0.00074,-1.7E-05,-1,60.11829,-0.348585,76.812141,0.013317,-0.005296,-0.003985,0.001798,-0.999976,-37.254482,115.57782,140.922272,0.062658
29,0.241667,0.000159,-0.00075,6E-06,-1,60.109558,-0.359289,76.803963,0.007803,-0.005711,-0.003547,0.001866,-0.999976,-37.276974,115.545624,140.91835,0.05163
30,0.25,0.000155,-0.000741,-2.9E-05,-1,60.110687,-0.329861,76.810997,0.010972,-0.005487,-0.003953,0.001907,-0.999975,-37.264446,115.583931,140.918259,0.069975
31,0.258333,8.8E-05,-0.000727,5E-06,-1,60.09251,-0.294724,76.813095,0.0091,-0.005537,-0.003994,0.001617,-0.999975,-37.276604,115.613876,140.922379,0.070792
32,0.266667,9.2E-05,-0.000748,1.9E-05,-1,60.083851,-0.270606,76.814064,0.007823,-0.005605,-0.004025,0.001808,-0.999975,-37.277672,115.641609,140.919189,0.066965
33,0.275,9.7E-05,-0.000737,-2.3E-05,-1,60.100124,-0.283062,76.815552,0.00747,-0.005508,-0.004057,0.001837,-0.999975,-37.267994,115.631371,140.923798,0.068403
34,0.283333,9.4E-05,-0.000735,4.2E-05,-1,60.115444,-0.336347,76.814774,0.009929,-0.005706,-0.003947,0.001913,-0.999974,-37.254276,115.579781,140.918777,0.06909
35,0.291667,0.000138,-0.000742,2.5E-05,-1,60.123825,-0.386863,76.802719,0.010033,-0.005321,-0.003986,0.001911,-0.999976,-37.255692,115.538864,140.910065,0.067017
36,0.3,0.000118,-0.000738,3.6E-05,-1,60.125851,-0.382787,76.80957,0.015085,-0.005506,-0.004499,0.002454,-0.999972,-37.261997,115.55484,140.937592,0.049012
37,0.308333,0.00012,-0.000732,-1.4E-05,-1,60.117004,-0.353698,76.805595,0.013903,-0.005179,-0.003969,0.001929,-0.999977,-37.25901,115.570862,140.919098,0.063668
38,0.316667,7E-05,-0.000743,-5E-06,-1,60.119057,-0.330906,76.807419,0.010197,-0.005551,-0.00393,0.001766,-0.999975,-37.256081,115.594276,140.919952,0.065961
39,0.325,0.000121,-0.000732,4.3E-05,-1,60.114719,-0.331573,76.810616,0.009343,-0.005462,-0.003972,0.0017,-0.999976,-37.259102,115.597443,140.924805,0.06668
40,0.333333,0.000134,-0.000729,4.3E-05,-1,60.098797,-0.336454,76.808357,0.00911,-0.005344,-0.004656,0.002492,-0.999972,-37.275429,115.594933,140.934753,0.047198
41,0.341667,0.000123,-0.000731,3.8E-05,-1,60.095192,-0.307046,76.810272,0.008275,-0.005645,-0.004534,0.002386,-0.999971,-37.280537,115.622726,140.941422,0.049197
42,0.35,8E-05,-0.000733,5.4E-05,-1,60.0979,-0.29721,76.814842,0.008598,-0.005648,-0.003888,0.001588,-0.999975,-37.27256,115.624016,140.926849,0.064882
43,0.358333,9.2E-05,-0.000748,3.1E-05,-1,60.106647,-0.317326,76.806854,0.010396,-0.005515,-0.003905,0.001756,-0.999976,-37.265804,115.606163,140.915833,0.061547
44,0.366667,0.000105,-0.000729,1.5E-05,-1,60.119358,-0.337442,76.812584,0.014275,-0.005863,-0.003914,0.002091,-0.999973,-37.253204,115.583321,140.920532,0.063106
45,0.375,0.000104,-0.000726,3.4E-05,-1,60.123825,-0.357936,76.806656,0.011384,-0.005142,-0.004604,0.002159,-0.999974,-37.261513,115.575096,140.934937,0.043841
46,0.383333,0.000133,-0.000738,3.1E-05,-1,60.113529,-0.350095,76.808449,0.015348,-0.005586,-0.003947,0.001821,-0.999975,-37.264008,115.571129,140.912216,0.069297
47,0.391667,8.1E-05,-0.000729,-1.2E-05,-1,60.101524,-0.304069,76.81398,0.011971,-0.005301,-0.003975,0.001893,-0.999976,-37.265938,115.613029,140.923462,0.05997
48,0.4,1E-04,-0.000741,1.1E-05,-1,60.096577,-0.291484,76.812065,0.010605,-0.005069,-0.003979,0.00185,-0.999978,-37.273193,115.622238,140.918381,0.0641
49,0.408333,0.000111,-0.000746,8E-06,-1,60.102497,-0.310934,76.81118,0.007843,-0.005222,-0.004019,0.00197,-0.999976,-37.269352,115.610291,140.915375,0.065914
50,0.416667,0.000103,-0.000734,4.2E-05,-1,60.112785,-0.329773,76.811729,0.00908,-0.005528,-0.003978,0.001607,-0.999976,-37.260174,115.587051,140.917969,0.071447
51,0.425,9.5E-05,-0.000728,1E-05,-1,60.117981,-0.357352,76.80648,0.01137,-0.005178,-0.003901,0.001852,-0.999977,-37.263012,115.565331,140.918365,0.061774
52,0.433333,0.000117,-0.000746,-2.1E-05,-1,60.113724,-0.358123,76.80423,0.01132,-0.005274,-0.004024,0.001759,-0.999977,-37.26247,115.560898,140.920013,0.066249
53,0.441667,5.8E-05,-0.000751,4.7E-05,-1,60.118881,-0.358125,76.809044,0.014057,-0.005357,-0.003956,0.001713,-0.999976,-37.253849,115.561714,140.918503,0.068669
54,0.45,0.000122,-0.000737,-8E-06,-1,60.12566,-0.366723,76.806297,0.011742,-0.005193,-0.003869,0.001561,-0.999978,-37.254261,115.552818,140.916916,0.064534
55,0.458333,0.000118,-0.000736,3.5E-05,-1,60.121189,-0.359222,76.810143,0.010515,-0.005678,-0.00392,0.001899,-0.999974,-37.25951,115.56205,140.916153,0.066453
56,0.466667,0.000114,-0.000728,-1.4E-05,-1,60.103065,-0.312853,76.812454,0.010252,-0.005574,-0.004035,0.001875,-0.999975,-37.267288,115.611923,140.924255,0.062649
57,0.475,7.3E-05,-0.000742,1.2E-05,-1,60.087284,-0.284227,76.808456,0.007828,-0.005504,-0.004058,0.001952,-0.999975,-37.281868,115.634956,140.92424,0.069405
58,0.483333,1E-04,-0.000749,6E-06,-1,60.088448,-0.271152,76.813568,0.009333,-0.005243,-0.003972,0.002211,-0.999976,-37.279266,115.645264,140.927948,0.064688
59,0.491667,0.000112,-0.000727,3.1E-05,-1,60.102474,-0.30351,76.813828,0.010694,-0.00522,-0.00389,0.001725,-0.999977,-37.272045,115.616394,140.921661,0.069123
60,0.5,0.000154,-0.000732,-2.5E-05,-1,60.107883,-0.351557,76.804459,0.009666,-0.005176,-0.003881,0.001439,-0.999978,-37.267132,115.574577,140.915848,0.067545
61,0.508333,0.000116,-0.000739,1E-05,-1,60.118164,-0.340484,76.810661,0.008484,-0.005278,-0.003983,0.001696,-0.999977,-37.258503,115.584869,140.919022,0.06338
62,0.516667,9.9E-05,-0.000743,1.1E-05,-1,60.110474,-0.331061,76.808151,0.009045,-0.005355,-0.003903,0.002011,-0.999976,-37.260113,115.587982,140.917725,0.063681
63,0.525,5.4E-05,-0.000741,1.5E-05,-1,60.113739,-0.337027,76.807495,0.0113,-0.005537,-0.004016,0.001719,-0.999975,-37.260838,115.582207,140.91832,0.062982
64,0.533333,0.000135,-0.000742,3.5E-05,-1,60.111565,-0.345895,76.812454,0.008682,-0.005594,-0.003817,0.001652,-0.999976,-37.25959,115.583588,140.924866,0.070537
65,0.541667,9.9E-05,-0.000734,5.9E-05,-1,60.112572,-0.354377,76.804176,0.008821,-0.005172,-0.003943,0.001895,-0.999977,-37.262619,115.56678,140.913345,0.061911
66,0.55,0.000173,-0.00073,-3.2E-05,-1,60.111591,-0.344202,76.808418,0.008424,-0.005511,-0.003892,0.001731,-0.999976,-37.267357,115.573105,140.913605,0.066591
67,0.558333,0.000119,-0.000747,-1.4E-05,-1,60.112591,-0.328821,76.810562,0.007565,-0.005439,-0.003962,0.001868,-0.999976,-37.261677,115.599251,140.923965,0.061371
68,0.566667,0.000119,-0.000743,-1.1E-05,-1,60.113075,-0.340584,76.806541,0.009194,-0.005423,-0.004033,0.00185,-0.999976,-37.258659,115.587845,140.918762,0.065052
69,0.575,0.000126,-0.000736,-2.1E-05,-1,60.121407,-0.363092,76.805237,0.011121,-0.005462,-0.003578,0.001588,-0.999977,-37.26965,115.557457,140.92157,0.050928
70,0.583333,7.5E-05,-0.000726,4.4E-05,-1,60.124229,-0.362427,76.808769,0.008225,-0.005534,-0.003839,0.001733,-0.999976,-37.248352,115.55809,140.917435,0.065103
71,0.591667,8.9E-05,-0.000729,3.2E-05,-1,60.108227,-0.353118,76.807343,0.012671,-0.005559,-0.003912,0.00183,-0.999975,-37.263634,115.568062,140.916977,0.067542
72,0.6,9.1E-05,-0.000744,-3.3E-05,-1,60.095516,-0.308026,76.811317,0.007292,-0.005701,-0.004591,0.002314,-0.999971,-37.277912,115.632439,140.93959,0.047212
73,0.608333,7.6E-05,-0.000747,5.2E-05,-1,60.093056,-0.279887,76.81414,0.008732,-0.005419,-0.004013,0.001854,-0.999976,-37.278255,115.639847,140.924561,0.066311
74,0.616667,0.000111,-0.000742,1E-05,-1,60.095512,-0.293448,76.810608,0.008047,-0.005425,-0.003975,0.002243,-0.999975,-37.278103,115.61982,140.920853,0.067684
75,0.625,0.000135,-0.000728,2E-05,-1,60.107998,-0.323066,76.81385,0.010386,-0.005222,-0.004616,0.002204,-0.999973,-37.272705,115.612701,140.937698,0.046114
76,0.633333,0.00012,-0.000724,-1.6E-05,-1,60.103794,-0.342966,76.809448,0.00911,-0.00538,-0.004579,0.002617,-0.999972,-37.277809,115.59449,140.932861,0.046008
77,0.641667,8.9E-05,-0.000741,3.2E-05,-1,60.102974,-0.329785,76.805161,0.007783,-0.005471,-0.003633,0.001796,-0.999977,-37.289272,115.588707,140.926605,0.055144
78,0.65,9.4E-05,-0.000746,-3E-06,-1,60.111355,-0.322078,76.806801,0.009904,-0.005417,-0.003961,0.00178,-0.999976,-37.262276,115.600426,140.919678,0.064247
79,0.658333,0.000117,-0.000737,-3E-06,-1,60.117916,-0.353559,76.806664,0.00976,-0.005843,-0.003533,0.001593,-0.999976,-37.2724,115.569389,140.924591,0.044966
80,0.666667,1E-04,-0.000722,5.8E-05,-1,60.119892,-0.369188,76.808167,0.010038,-0.005439,-0.004011,0.001667,-0.999976,-37.258018,115.559532,140.915878,0.067181
81,0.675,0.000118,-0.00073,2.4E-05,-1,60.116734,-0.357342,76.80809,0.013381,-0.005583,-0.003809,0.00142,-0.999976,-37.259865,115.57132,140.916107,0.069704
82,0.683333,8.4E-05,-0.000733,4.1E-05,-1,60.107845,-0.340972,76.808914,0.008891,-0.005415,-0.003964,0.001862,-0.999976,-37.260643,115.582291,140.915451,0.062254
83,0.691667,7.2E-05,-0.000746,1.8E-05,-1,60.112968,-0.342452,76.807693,0.00603,-0.005291,-0.004008,0.002046,-0.999976,-37.257813,115.58532,140.917023,0.066571
84,0.7,0.000137,-0.000744,1.7E-05,-1,60.1213,-0.361068,76.804901,0.010381,-0.005263,-0.004035,0.001902,-0.999976,-37.254513,115.560127,140.916412,0.065988
85,0.708333,7.2E-05,-0.000736,2.5E-05,-1,60.122654,-0.378751,76.806313,0.010416,-0.005637,-0.004166,0.002257,-0.999973,-37.27562,115.560509,140.934006,0.03576
86,0.716667,0.000135,-0.000736,2E-05,-1,60.11541,-0.347499,76.810181,0.008424,-0.005659,-0.00393,0.001716,-0.999975,-37.257572,115.577293,140.917816,0.061172
87,0.725,0.000128,-0.000741,-9E-06,-1,60.098133,-0.306843,76.815735,0.007624,-0.005261,-0.004035,0.001993,-0.999976,-37.27087,115.617302,140.924377,0.06543
88,0.733333,9.1E-05,-0.000739,-1E-06,-1,60.081741,-0.280007,76.813698,0.008787,-0.005506,-0.004624,0.002493,-0.999971,-37.287632,115.653374,140.943298,0.049927
89,0.741667,0.000131,-0.000752,-6E-06,-1,60.09005,-0.285115,76.81575,0.01136,-0.005612,-0.004017,0.001848,-0.999975,-37.275246,115.633209,140.919754,0.066252
90,0.75,0.000131,-0.000736,4.9E-05,-1,60.101612,-0.322146,76.808449,0.011419,-0.005441,-0.004067,0.001848,-0.999975,-37.269722,115.59436,140.915451,0.069184
91,0.758333,0.000122,-0.000743,3.8E-05,-1,60.1063,-0.352507,76.806107,0.014474,-0.005495,-0.003913,0.001635,-0.999976,-37.26376,115.577217,140.918396,0.066124
92,0.766667,8.6E-05,-0.000733,2.7E-05,-1,60.112713,-0.34319,76.811256,0.013585,-0.005556,-0.00395,0.001687,-0.999975,-37.259308,115.583138,140.921768,0.068058
93,0.775,0.000101,-0.000739,-4.8E-05,-1,60.114193,-0.340326,76.808456,0.01199,-0.005622,-0.004009,0.002049,-0.999974,-37.26458,115.572258,140.920639,0.060607
94,0.783333,0.000116,-0.000734,-2.8E-05,-1,60.123569,-0.345812,76.809799,0.011762,-0.005626,-0.004519,0.002278,-0.999971,-37.260452,115.577095,140.934814,0.047607
95,0.791667,0.000129,-0.000728,4.1E-05,-1,60.122585,-0.361606,76.809578,0.010088,-0.005627,-0.004053,0.001965,-0.999974,-37.25399,115.565063,140.92099,0.066331
96,0.8,0.000122,-0.000734,5.4E-05,-1,60.107212,-0.360914,76.806862,0.009164,-0.005284,-0.004104,0.001901,-0.999976,-37.269932,115.557289,140.912415,0.067914
97,0.808333,8.7E-05,-0.000743,1.6E-05,-1,60.09827,-0.315922,76.810844,0.010118,-0.005197,-0.004022,0.001806,-0.999977,-37.271851,115.598114,140.918488,0.067017
98,0.816667,8.3E-05,-0.000744,-2.5E-05,-1,60.105408,-0.302134,76.814636,0.00911,-0.005375,-0.004014,0.001704,-0.999976,-37.269581,115.618523,140.918823,0.062028
99,0.825,9.8E-05,-0.000753,2.8E-05,-1,60.113342,-0.33486,76.809898,0.016386,-0.005676,-0.003543,0.001843,-0.999976,-37.275192,115.583351,140.923279,0.052238
100,0.833333,0.000117,-0.000737,7.5E-05,-1,60.118408,-0.36757,76.810097,0.011211,-0.005477,-0.003918,0.001713,-0.999976,-37.258339,115.558228,140.916,0.074995
101,0.841667,0.000131,-0.000739,5.1E-05,-1,60.114128,-0.373512,76.807487,0.011598,-0.005365,-0.004604,0.002543,-0.999972,-37.261429,115.567535,140.93335,0.044069
102,0.85,7.2E-05,-0.000737,4.5E-05,-1,60.109829,-0.343818,76.80201,0.009363,-0.005657,-0.004014,0.002267,-0.999973,-37.265163,115.576233,140.912994,0.064299
103,0.858333,6.5E-05,-0.000744,2.5E-05,-1,60.10627,-0.306582,76.815338,0.01055,-0.005656,-0.003913,0.001879,-0.999975,-37.263996,115.613167,140.922577,0.069535
104,0.866667,0.000116,-0.000735,1.8E-05,-1,60.101112,-0.300491,76.814026,0.00596,-0.005244,-0.004533,0.002356,-0.999973,-37.271748,115.625809,140.942047,0.046954
105,0.875,0.000123,-0.000734,2.5E-05,-1,60.099735,-0.319019,76.807053,0.010719,-0.005249,-0.003944,0.001648,-0.999977,-37.268608,115.603394,140.918121,0.062898
106,0.883333,0.000137,-0.000724,8E-06,-1,60.101067,-0.309424,76.814331,0.011583,-0.005397,-0.004023,0.001815,-0.999976,-37.269878,115.61467,140.922577,0.070674
107,0.891667,9.6E-05,-0.000744,3.2E-05,-1,60.095104,-0.319848,76.810623,0.008628,-0.005519,-0.003985,0.001895,-0.999975,-37.271938,115.607613,140.924225,0.065164
108,0.9,7E-05,-0.000739,2.3E-05,-1,60.104294,-0.335147,76.807983,0.006606,-0.005347,-0.003937,0.00173,-0.999976,-37.267944,115.590683,140.919174,0.065804
109,0.908333,8.6E-05,-0.000731,2E-06,-1,60.120522,-0.348499,76.80954,0.010898,-0.005031,-0.004552,0.002275,-0.999974,-37.259609,115.585175,140.937256,0.049263
110,0.916667,0.000119,-0.000732,2.8E-05,-1,60.130894,-0.378697,76.80526,0.00987,-0.007663,-0.004299,0.001774,-0.99996,-37.239723,115.51828,140.910248,0.079416
111,0.925,0.000116,-0.00073,4.2E-05,-1,60.116726,-0.378495,76.8069,0.007664,-0.005656,-0.003886,0.001861,-0.999975,-37.262024,115.555992,140.916443,0.070952
112,0.933333,0.000108,-0.000751,2.7E-05,-1,60.103889,-0.334773,76.811928,0.011414,-0.005454,-0.004027,0.001911,-0.999975,-37.270889,115.589264,140.919785,0.066598
113,0.941667,0.00013,-0.00075,-1.6E-05,-1,60.097698,-0.309439,76.813362,0.009005,-0.005273,-0.004074,0.00193,-0.999976,-37.275146,115.615402,140.922882,0.065161
114,0.95,8E-05,-0.000746,1E-06,-1,60.10553,-0.304216,76.809921,0.009601,-0.005375,-0.003956,0.001932,-0.999976,-37.266109,115.611038,140.920547,0.064544
115,0.958333,0.000111,-0.000719,2.5E-05,-1,60.114006,-0.33029,76.814987,0.010818,-0.005495,-0.004027,0.001883,-0.999975,-37.257133,115.58445,140.918488,0.069786
116,0.966667,0.000134,-0.000734,6.4E-05,-1,60.114307,-0.368356,76.803047,0.009477,-0.005207,-0.004002,0.001967,-0.999977,-37.259518,115.560905,140.917175,0.066531
117,0.975,8.9E-05,-0.00075,6.3E-05,-1,60.110725,-0.341474,76.811203,0.01134,-0.005366,-0.003879,0.001722,-0.999977,-37.258244,115.58091,140.917465,0.067751
118,0.983333,0.000101,-0.000741,1.9E-05,-1,60.109333,-0.324875,76.807259,0.00831,-0.005192,-0.004066,0.002015,-0.999976,-37.258476,115.601845,140.92308,0.064936
119,0.991667,7.6E-05,-0.000749,-2.4E-05,-1,60.111221,-0.333717,76.810104,0.011529,-0.005346,-0.00395,0.0015,-0.999977,-37.260086,115.590378,140.91922,0.062341
120,1,0.000155,-0.000732,4.3E-05,-1,60.109787,-0.332295,76.811951,0.009855,-0.005321,-0.003975,0.001754,-0.999976,-37.262741,115.597824,140.92337,0.070132
121,1.008333,0.000117,-0.000739,4.3E-05,-1,60.105133,-0.313857,76.811821,0.008588,-0.005366,-0.004063,0.001668,-0.999976,-37.265106,115.607681,140.919037,0.070671
122,1.016667,0.000118,-0.000739,-1E-06,-1,60.095898,-0.290353,76.807076,0.009621,-0.00536,-0.003974,0.002007,-0.999976,-37.272301,115.630135,140.922882,0.067251
123,1.025,8.4E-05,-0.000745,2.5E-05,-1,60.096966,-0.294711,76.814903,0.007475,-0.005181,-0.004075,0.001907,-0.999977,-37.271946,115.627159,140.926392,0.063262
124,1.033333,8.8E-05,-0.000755,5E-06,-1,60.108421,-0.33642,76.809967,0.011762,-0.005253,-0.003964,0.00196,-0.999976,-37.262119,115.58577,140.917328,0.065152
125,1.041667,0.000102,-0.000727,2.7E-05,-1,60.126556,-0.387792,76.804604,0.009174,-0.00543,-0.00399,0.002021,-0.999975,-37.247307,115.547462,140.918335,0.066744
126,1.05,0.000109,-0.000725,3.1E-05,-1,60.13752,-0.38609,76.80629,0.007068,-0.005458,-0.004611,0.00262,-0.999971,-37.244949,115.55146,140.932617,0.047371
127,1.058333,0.000119,-0.00074,-3E-06,-1,60.124142,-0.370328,76.808716,0.006124,-0.005168,-0.004576,0.002464,-0.999973,-37.25481,115.563568,140.934357,0.044897
128,1.066667,0.000107,-0.000753,2.3E-05,-1,60.108387,-0.325595,76.814026,0.007669,-0.005316,-0.003933,0.001756,-0.999977,-37.261684,115.597031,140.918381,0.067479
129,1.075,0.000104,-0.000743,2.7E-05,-1,60.103882,-0.311089,76.81337,0.012557,-0.005452,-0.003913,0.001954,-0.999976,-37.267849,115.616318,140.924072,0.068532
130,1.083333,9.7E-05,-0.000736,5.9E-05,-1,60.103928,-0.315867,76.814194,0.009636,-0.005313,-0.003948,0.002081,-0.999976,-37.26606,115.605431,140.917694,0.070538
131,1.091667,0.000152,-0.000728,-2.2E-05,-1,60.102932,-0.321835,76.813797,0.00979,-0.005379,-0.004542,0.002331,-0.999973,-37.276379,115.612022,140.937241,0.047185
132,1.1,0.000114,-0.000725,2.1E-05,-1,60.104652,-0.322383,76.81324,0.012954,-0.005474,-0.003945,0.00165,-0.999976,-37.268295,115.599243,140.921249,0.066385
133,1.108333,9.1E-05,-0.000739,3.7E-05,-1,60.108917,-0.318357,76.814323,0.010083,-0.005595,-0.004556,0.002404,-0.999971,-37.270061,115.610825,140.93924,0.048505
134,1.116667,0.000112,-0.000733,-5E-06,-1,60.123455,-0.324063,76.810036,0.007103,-0.005497,-0.003871,0.001616,-0.999976,-37.250717,115.596756,140.919449,0.068031
135,1.125,0.000107,-0.000741,4.7E-05,-1,60.121742,-0.35779,76.811836,0.010168,-0.00537,-0.004022,0.001936,-0.999976,-37.251438,115.566093,140.921066,0.063355
136,1.133333,0.000117,-0.000727,5.4E-05,-1,60.108849,-0.36068,76.806114,0.012269,-0.005382,-0.003856,0.001905,-0.999976,-37.263016,115.558456,140.918427,0.067379
137,1.141667,0.000141,-0.000738,-7E-06,-1,60.100163,-0.317512,76.810921,0.011295,-0.005468,-0.003998,0.001802,-0.999976,-37.267925,115.601112,140.925522,0.065757
138,1.15,0.000118,-0.000743,2.1E-05,-1,60.103161,-0.290567,76.816078,0.008374,-0.005384,-0.003987,0.001895,-0.999976,-37.272266,115.624107,140.927261,0.066032
139,1.158333,7E-05,-0.000733,1.1E-05,-1,60.112167,-0.301392,76.809135,0.010476,-0.005408,-0.003951,0.00177,-0.999976,-37.265347,115.617393,140.92363,0.065084
