,time,joint_index,x,y,z,xr,yr,zr,wr,angle,axis,sensor_x,sensor_y,sensor_z,axis_x,axis_y,axis_z
122,0.727187,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0204,0.0076,0.0286,0.0,0.0,0.0
123,0.727187,1,-49.133342999999996,-18.418795000000003,-69.03244000000001,-0.094938,0.8836959999999999,-0.048958999999999996,0.45570900000000003,125.77886230043971,[-0.10665651  0.99277346 -0.05500217],0.0204,0.0076,0.0286,-0.10665650534899608,0.9927734642702231,-0.05500216820853082
124,0.735521,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0196,0.008,0.0291,0.0,0.0,0.0
125,0.735521,1,-47.288212,-19.394983,-70.046234,-0.099388,0.877432,-0.052820000000000006,0.46631000000000006,124.4099237188154,[-0.1123509   0.99187302 -0.05970917],0.0196,0.008,0.0291,-0.11235090109260058,0.9918730213655844,-0.05970916605335819
126,0.743855,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0188,0.0084,0.0295,0.0,0.0,0.0
127,0.743855,1,-45.290825,-20.305857,-71.100128,-0.103375,0.870599,-0.056717,0.477655,122.93528785078098,[-0.1176658   0.9909526  -0.06455769],0.0188,0.0084,0.0295,-0.11766579736913053,0.9909526048248384,-0.06455768831327667
128,0.752189,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0183,0.0086,0.0297,0.0,0.0,0.0
129,0.752189,1,-44.235592,-20.735176,-71.638535,-0.10518399999999999,0.866967,-0.058672,0.483592,122.15944044191691,[-0.12017004  0.99048774 -0.06703127],0.0183,0.0086,0.0297,-0.12017004429420636,0.9904877433033088,-0.06703126748202842
130,0.760524,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0174,0.0089,0.0302,0.0,0.0,0.0
131,0.760524,1,-42.013618,-21.53833,-72.730804,-0.10841700000000001,0.8592709999999999,-0.062578,0.495967,120.53293422531542,[-0.12485526  0.98955426 -0.07206612],0.0174,0.0089,0.0302,-0.12485526041640281,0.9895542624612638,-0.07206611957845775
132,0.768858,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0169,0.0091,0.0304,0.0,0.0,0.0
133,0.768858,1,-40.847687,-21.910873000000002,-73.281609,-0.10983299999999999,0.8552049999999999,-0.06452100000000001,0.5023920000000001,119.68322532487254,[-0.12702748  0.98908827 -0.07462183],0.0169,0.0091,0.0304,-0.12702747503222514,0.9890882684159962,-0.0746218323869347
134,0.777192,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0159,0.0094,0.0309,0.0,0.0,0.0
135,0.777192,1,-38.408421000000004,-22.5947,-74.38472,-0.112246,0.84664,-0.068367,0.5156810000000001,117.91400943451933,[-0.13100908  0.98816463 -0.07979525],0.0159,0.0094,0.0309,-0.13100907968829856,0.9881646314995732,-0.07979525106507054
136,0.785528,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0149,0.0096,0.0313,0.0,0.0,0.0
